,StartTime,RunTime,Query
10,38:01.2,0.17,"select  name0,  year0,  grapes0,  country0,  region0,  description0,  picture0,  name1,  year1,  grapes1,  country1,  region1,  description1,  picture1,  name2,  year2,  grapes2,  country2,  region2,  description2,  picture2,  name3,  year3,  grapes3,  country3,  region3,  description3,  picture3 from wine_test_1 where  name0 = CHATEAU DE SAINT COSME and  year0 = 2009 and  grapes0 = Grenache / Syrah and  country0 = France and  region0 = Southern Rhone and  description0 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture0 = saint_cosme.jpg and  name1 = CHATEAU DE SAINT COSME and  year1 = 2009 and  grapes1 = Grenache / Syrah and  country1 = France and  region1 = Southern Rhone and  description1 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture1 = saint_cosme.jpg and  name2 = CHATEAU DE SAINT CO..."
11,38:02.7,0.11,"select  name0,  year0,  grapes0,  country0,  region0,  description0,  picture0,  name1,  year1,  grapes1,  country1,  region1,  description1,  picture1,  name2,  year2,  grapes2,  country2,  region2,  description2,  picture2,  name3,  year3,  grapes3,  country3,  region3,  description3,  picture3 from wine_test_1 where  name0 = CHATEAU DE SAINT COSME and  year0 = 2009 and  grapes0 = Grenache / Syrah and  country0 = France and  region0 = Southern Rhone and  description0 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture0 = saint_cosme.jpg and  name1 = CHATEAU DE SAINT COSME and  year1 = 2009 and  grapes1 = Grenache / Syrah and  country1 = France and  region1 = Southern Rhone and  description1 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture1 = saint_cosme.jpg and  name2 = CHATEAU DE SAINT CO..."
12,38:04.3,0.137,"select  name0,  year0,  grapes0,  country0,  region0,  description0,  picture0,  name1,  year1,  grapes1,  country1,  region1,  description1,  picture1,  name2,  year2,  grapes2,  country2,  region2,  description2,  picture2,  name3,  year3,  grapes3,  country3,  region3,  description3,  picture3 from wine_test_1 where  name0 = CHATEAU DE SAINT COSME and  year0 = 2009 and  grapes0 = Grenache / Syrah and  country0 = France and  region0 = Southern Rhone and  description0 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture0 = saint_cosme.jpg and  name1 = CHATEAU DE SAINT COSME and  year1 = 2009 and  grapes1 = Grenache / Syrah and  country1 = France and  region1 = Southern Rhone and  description1 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture1 = saint_cosme.jpg and  name2 = CHATEAU DE SAINT CO..."
13,38:05.6,0.112,"select  name0,  year0,  grapes0,  country0,  region0,  description0,  picture0 from wine_test_1 where  name0 = WATERBROOK and  year0 = 2009 and  grapes0 = Merlot and  country0 = USA and  region0 = Washington and  description0 = Legend has it the gods didn't share their ambrosia with mere mortals.  This merlot may be the closest we've ever come to a taste of heaven. and  picture0 = waterbrook.jpg"
14,38:05.8,0.113,"select  name0,  year0,  grapes0,  country0,  region0,  description0,  picture0,  name1,  year1,  grapes1,  country1,  region1,  description1,  picture1,  name2,  year2,  grapes2,  country2,  region2,  description2,  picture2,  name3,  year3,  grapes3,  country3,  region3,  description3,  picture3 from wine_test_1 where  name0 = CHATEAU DE SAINT COSME and  year0 = 2009 and  grapes0 = Grenache / Syrah and  country0 = France and  region0 = Southern Rhone and  description0 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture0 = saint_cosme.jpg and  name1 = CHATEAU DE SAINT COSME and  year1 = 2009 and  grapes1 = Grenache / Syrah and  country1 = France and  region1 = Southern Rhone and  description1 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture1 = saint_cosme.jpg and  name2 = CHATEAU DE SAINT CO..."
15,38:07.3,0.243,"select  name0,  year0,  grapes0,  country0,  region0,  description0,  picture0,  name1,  year1,  grapes1,  country1,  region1,  description1,  picture1,  name2,  year2,  grapes2,  country2,  region2,  description2,  picture2,  name3,  year3,  grapes3,  country3,  region3,  description3,  picture3 from wine_test_1 where  name0 = CHATEAU DE SAINT COSME and  year0 = 2009 and  grapes0 = Grenache / Syrah and  country0 = France and  region0 = Southern Rhone and  description0 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture0 = saint_cosme.jpg and  name1 = CHATEAU DE SAINT COSME and  year1 = 2009 and  grapes1 = Grenache / Syrah and  country1 = France and  region1 = Southern Rhone and  description1 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture1 = saint_cosme.jpg and  name2 = CHATEAU DE SAINT CO..."
16,38:08.8,0.119,"select  name0,  year0,  grapes0,  country0,  region0,  description0,  picture0,  name1,  year1,  grapes1,  country1,  region1,  description1,  picture1,  name2,  year2,  grapes2,  country2,  region2,  description2,  picture2,  name3,  year3,  grapes3,  country3,  region3,  description3,  picture3 from wine_test_1 where  name0 = CHATEAU DE SAINT COSME and  year0 = 2009 and  grapes0 = Grenache / Syrah and  country0 = France and  region0 = Southern Rhone and  description0 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture0 = saint_cosme.jpg and  name1 = CHATEAU DE SAINT COSME and  year1 = 2009 and  grapes1 = Grenache / Syrah and  country1 = France and  region1 = Southern Rhone and  description1 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture1 = saint_cosme.jpg and  name2 = CHATEAU DE SAINT CO..."
17,38:10.3,0.132,"select  name0,  year0,  grapes0,  country0,  region0,  description0,  picture0,  name1,  year1,  grapes1,  country1,  region1,  description1,  picture1,  name2,  year2,  grapes2,  country2,  region2,  description2,  picture2,  name3,  year3,  grapes3,  country3,  region3,  description3,  picture3 from wine_test_1 where  name0 = CHATEAU DE SAINT COSME and  year0 = 2009 and  grapes0 = Grenache / Syrah and  country0 = France and  region0 = Southern Rhone and  description0 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture0 = saint_cosme.jpg and  name1 = CHATEAU DE SAINT COSME and  year1 = 2009 and  grapes1 = Grenache / Syrah and  country1 = France and  region1 = Southern Rhone and  description1 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture1 = saint_cosme.jpg and  name2 = CHATEAU DE SAINT CO..."
18,38:11.6,0.132,"select  name0,  year0,  grapes0,  country0,  region0,  description0,  picture0 from wine_test_1 where  name0 = WATERBROOK and  year0 = 2009 and  grapes0 = Merlot and  country0 = USA and  region0 = Washington and  description0 = Legend has it the gods didn't share their ambrosia with mere mortals.  This merlot may be the closest we've ever come to a taste of heaven. and  picture0 = waterbrook.jpg"
19,38:11.9,0.111,"select  name0,  year0,  grapes0,  country0,  region0,  description0,  picture0,  name1,  year1,  grapes1,  country1,  region1,  description1,  picture1,  name2,  year2,  grapes2,  country2,  region2,  description2,  picture2,  name3,  year3,  grapes3,  country3,  region3,  description3,  picture3 from wine_test_1 where  name0 = CHATEAU DE SAINT COSME and  year0 = 2009 and  grapes0 = Grenache / Syrah and  country0 = France and  region0 = Southern Rhone and  description0 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture0 = saint_cosme.jpg and  name1 = CHATEAU DE SAINT COSME and  year1 = 2009 and  grapes1 = Grenache / Syrah and  country1 = France and  region1 = Southern Rhone and  description1 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture1 = saint_cosme.jpg and  name2 = CHATEAU DE SAINT CO..."
20,38:13.4,0.142,"select  name0,  year0,  grapes0,  country0,  region0,  description0,  picture0,  name1,  year1,  grapes1,  country1,  region1,  description1,  picture1,  name2,  year2,  grapes2,  country2,  region2,  description2,  picture2,  name3,  year3,  grapes3,  country3,  region3,  description3,  picture3 from wine_test_1 where  name0 = CHATEAU DE SAINT COSME and  year0 = 2009 and  grapes0 = Grenache / Syrah and  country0 = France and  region0 = Southern Rhone and  description0 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture0 = saint_cosme.jpg and  name1 = CHATEAU DE SAINT COSME and  year1 = 2009 and  grapes1 = Grenache / Syrah and  country1 = France and  region1 = Southern Rhone and  description1 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture1 = saint_cosme.jpg and  name2 = CHATEAU DE SAINT CO..."
21,38:14.9,0.124,"select  name0,  year0,  grapes0,  country0,  region0,  description0,  picture0,  name1,  year1,  grapes1,  country1,  region1,  description1,  picture1,  name2,  year2,  grapes2,  country2,  region2,  description2,  picture2,  name3,  year3,  grapes3,  country3,  region3,  description3,  picture3 from wine_test_1 where  name0 = CHATEAU DE SAINT COSME and  year0 = 2009 and  grapes0 = Grenache / Syrah and  country0 = France and  region0 = Southern Rhone and  description0 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture0 = saint_cosme.jpg and  name1 = CHATEAU DE SAINT COSME and  year1 = 2009 and  grapes1 = Grenache / Syrah and  country1 = France and  region1 = Southern Rhone and  description1 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture1 = saint_cosme.jpg and  name2 = CHATEAU DE SAINT CO..."
22,38:16.4,0.114,"select  name0,  year0,  grapes0,  country0,  region0,  description0,  picture0,  name1,  year1,  grapes1,  country1,  region1,  description1,  picture1,  name2,  year2,  grapes2,  country2,  region2,  description2,  picture2,  name3,  year3,  grapes3,  country3,  region3,  description3,  picture3 from wine_test_1 where  name0 = CHATEAU DE SAINT COSME and  year0 = 2009 and  grapes0 = Grenache / Syrah and  country0 = France and  region0 = Southern Rhone and  description0 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture0 = saint_cosme.jpg and  name1 = CHATEAU DE SAINT COSME and  year1 = 2009 and  grapes1 = Grenache / Syrah and  country1 = France and  region1 = Southern Rhone and  description1 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture1 = saint_cosme.jpg and  name2 = CHATEAU DE SAINT CO..."
23,38:17.6,0.107,"select  name0,  year0,  grapes0,  country0,  region0,  description0,  picture0 from wine_test_1 where  name0 = WATERBROOK and  year0 = 2009 and  grapes0 = Merlot and  country0 = USA and  region0 = Washington and  description0 = Legend has it the gods didn't share their ambrosia with mere mortals.  This merlot may be the closest we've ever come to a taste of heaven. and  picture0 = waterbrook.jpg"
24,38:17.9,0.111,"select  name0,  year0,  grapes0,  country0,  region0,  description0,  picture0,  name1,  year1,  grapes1,  country1,  region1,  description1,  picture1,  name2,  year2,  grapes2,  country2,  region2,  description2,  picture2,  name3,  year3,  grapes3,  country3,  region3,  description3,  picture3 from wine_test_1 where  name0 = CHATEAU DE SAINT COSME and  year0 = 2009 and  grapes0 = Grenache / Syrah and  country0 = France and  region0 = Southern Rhone and  description0 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture0 = saint_cosme.jpg and  name1 = CHATEAU DE SAINT COSME and  year1 = 2009 and  grapes1 = Grenache / Syrah and  country1 = France and  region1 = Southern Rhone and  description1 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture1 = saint_cosme.jpg and  name2 = CHATEAU DE SAINT CO..."
25,38:19.4,0.139,"select  name0,  year0,  grapes0,  country0,  region0,  description0,  picture0,  name1,  year1,  grapes1,  country1,  region1,  description1,  picture1,  name2,  year2,  grapes2,  country2,  region2,  description2,  picture2,  name3,  year3,  grapes3,  country3,  region3,  description3,  picture3 from wine_test_1 where  name0 = CHATEAU DE SAINT COSME and  year0 = 2009 and  grapes0 = Grenache / Syrah and  country0 = France and  region0 = Southern Rhone and  description0 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture0 = saint_cosme.jpg and  name1 = CHATEAU DE SAINT COSME and  year1 = 2009 and  grapes1 = Grenache / Syrah and  country1 = France and  region1 = Southern Rhone and  description1 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture1 = saint_cosme.jpg and  name2 = CHATEAU DE SAINT CO..."
26,38:21.0,0.105,"select  name0,  year0,  grapes0,  country0,  region0,  description0,  picture0,  name1,  year1,  grapes1,  country1,  region1,  description1,  picture1,  name2,  year2,  grapes2,  country2,  region2,  description2,  picture2,  name3,  year3,  grapes3,  country3,  region3,  description3,  picture3 from wine_test_1 where  name0 = CHATEAU DE SAINT COSME and  year0 = 2009 and  grapes0 = Grenache / Syrah and  country0 = France and  region0 = Southern Rhone and  description0 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture0 = saint_cosme.jpg and  name1 = CHATEAU DE SAINT COSME and  year1 = 2009 and  grapes1 = Grenache / Syrah and  country1 = France and  region1 = Southern Rhone and  description1 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture1 = saint_cosme.jpg and  name2 = CHATEAU DE SAINT CO..."
27,38:22.5,0.118,"select  name0,  year0,  grapes0,  country0,  region0,  description0,  picture0,  name1,  year1,  grapes1,  country1,  region1,  description1,  picture1,  name2,  year2,  grapes2,  country2,  region2,  description2,  picture2,  name3,  year3,  grapes3,  country3,  region3,  description3,  picture3 from wine_test_1 where  name0 = CHATEAU DE SAINT COSME and  year0 = 2009 and  grapes0 = Grenache / Syrah and  country0 = France and  region0 = Southern Rhone and  description0 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture0 = saint_cosme.jpg and  name1 = CHATEAU DE SAINT COSME and  year1 = 2009 and  grapes1 = Grenache / Syrah and  country1 = France and  region1 = Southern Rhone and  description1 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture1 = saint_cosme.jpg and  name2 = CHATEAU DE SAINT CO..."
28,38:23.6,0.114,"select  name0,  year0,  grapes0,  country0,  region0,  description0,  picture0 from wine_test_1 where  name0 = WATERBROOK and  year0 = 2009 and  grapes0 = Merlot and  country0 = USA and  region0 = Washington and  description0 = Legend has it the gods didn't share their ambrosia with mere mortals.  This merlot may be the closest we've ever come to a taste of heaven. and  picture0 = waterbrook.jpg"
29,38:24.0,0.104,"select  name0,  year0,  grapes0,  country0,  region0,  description0,  picture0,  name1,  year1,  grapes1,  country1,  region1,  description1,  picture1,  name2,  year2,  grapes2,  country2,  region2,  description2,  picture2,  name3,  year3,  grapes3,  country3,  region3,  description3,  picture3 from wine_test_1 where  name0 = CHATEAU DE SAINT COSME and  year0 = 2009 and  grapes0 = Grenache / Syrah and  country0 = France and  region0 = Southern Rhone and  description0 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture0 = saint_cosme.jpg and  name1 = CHATEAU DE SAINT COSME and  year1 = 2009 and  grapes1 = Grenache / Syrah and  country1 = France and  region1 = Southern Rhone and  description1 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture1 = saint_cosme.jpg and  name2 = CHATEAU DE SAINT CO..."
30,38:25.5,0.114,"select  name0,  year0,  grapes0,  country0,  region0,  description0,  picture0,  name1,  year1,  grapes1,  country1,  region1,  description1,  picture1,  name2,  year2,  grapes2,  country2,  region2,  description2,  picture2,  name3,  year3,  grapes3,  country3,  region3,  description3,  picture3 from wine_test_1 where  name0 = CHATEAU DE SAINT COSME and  year0 = 2009 and  grapes0 = Grenache / Syrah and  country0 = France and  region0 = Southern Rhone and  description0 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture0 = saint_cosme.jpg and  name1 = CHATEAU DE SAINT COSME and  year1 = 2009 and  grapes1 = Grenache / Syrah and  country1 = France and  region1 = Southern Rhone and  description1 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture1 = saint_cosme.jpg and  name2 = CHATEAU DE SAINT CO..."
31,38:17.5,9392.733,"update wine_test_1                        set name3 = 'CHATEAU LE DOYENNE', year4 = 2005, grapes0 = 'Merlot', country1 = 'France', region2 = 'Bordeaux', description3 = 'Though dense and chewy, this wine does not overpower with its finely balanced depth and structure. It is a truly luxurious experience for the senses.', picture4 = 'le_doyenne.jpg'                         where name3 = 'REX HILL' and year4 = 2009 and grapes0 = 'Pinot Noir' and country1 = 'USA' and region2 = 'Oregon' and description3 = 'One cannot doubt that this will be the wine served at the Hollywood award shows, because it has undeniable star power. Be the first to catch the debut that everyone will be talking about tomorrow.' and picture4 ='rex_hill.jpg'"
32,38:17.5,9392.64,"insert into wine_test_1                        (                            name0, year0, grapes0, country0, region0, description0, picture0,                            name1, year1, grapes1, country1, region1, description1, picture1,                            name2, year2, grapes2, country2, region2, description2, picture2,                            name3, year3, grapes3, country3, region3, description3, picture3,                            name4, year4, grapes4, country4, region4, description4, picture4                        )                         values                         (                            'HUGEL', 2010, 'Pinot Gris', 'France', 'Alsace', 'Fresh as new buds on a spring vine, this dewy offering is the finest of the new generation of pinot grigios.  Enjoy it with a friend and a crown of flowers for the ultimate wine tasting experience.', 'hugel.jpg',                            'HUGEL', 2010, 'Pinot Gris', 'France', 'Alsace', 'Fresh as new buds on a spring vine, this dewy offering is t..."
33,38:27.1,0.116,"select  name0,  year0,  grapes0,  country0,  region0,  description0,  picture0,  name1,  year1,  grapes1,  country1,  region1,  description1,  picture1,  name2,  year2,  grapes2,  country2,  region2,  description2,  picture2,  name3,  year3,  grapes3,  country3,  region3,  description3,  picture3 from wine_test_1 where  name0 = CHATEAU DE SAINT COSME and  year0 = 2009 and  grapes0 = Grenache / Syrah and  country0 = France and  region0 = Southern Rhone and  description0 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture0 = saint_cosme.jpg and  name1 = CHATEAU DE SAINT COSME and  year1 = 2009 and  grapes1 = Grenache / Syrah and  country1 = France and  region1 = Southern Rhone and  description1 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture1 = saint_cosme.jpg and  name2 = CHATEAU DE SAINT CO..."
34,38:28.6,0.113,"select  name0,  year0,  grapes0,  country0,  region0,  description0,  picture0,  name1,  year1,  grapes1,  country1,  region1,  description1,  picture1,  name2,  year2,  grapes2,  country2,  region2,  description2,  picture2,  name3,  year3,  grapes3,  country3,  region3,  description3,  picture3 from wine_test_1 where  name0 = CHATEAU DE SAINT COSME and  year0 = 2009 and  grapes0 = Grenache / Syrah and  country0 = France and  region0 = Southern Rhone and  description0 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture0 = saint_cosme.jpg and  name1 = CHATEAU DE SAINT COSME and  year1 = 2009 and  grapes1 = Grenache / Syrah and  country1 = France and  region1 = Southern Rhone and  description1 = The aromas of fruit and spice give one a hint of the light drinkability of this lovely wine, which makes an excellent complement to fish dishes. and  picture1 = saint_cosme.jpg and  name2 = CHATEAU DE SAINT CO..."
35,38:29.6,0.105,"select  name0,  year0,  grapes0,  country0,  region0,  description0,  picture0 from wine_test_1 where  name0 = WATERBROOK and  year0 = 2009 and  grapes0 = Merlot and  country0 = USA and  region0 = Washington and  description0 = Legend has it the gods didn't share their ambrosia with mere mortals.  This merlot may be the closest we've ever come to a taste of heaven. and  picture0 = waterbrook.jpg"
